ingredient,normalized_ingredient,food_id,food_name,food_group,food_subgroup,category,match_type
light raspberry walnut salad dressing,light raspberry walnut salad dressing,,,,,,unmatched
light red wine vinaigrette,light red wine vinaigrette,,,,,,unmatched
light ricotta cheese,light ricotta cheese,,,,,,unmatched
light rum,light rum,,,,,,unmatched
light rye bread,light rye bread,,,,,,unmatched
light rye flour,light rye flour,,,,,,unmatched
light salad dressing,light salad dressing,,,,,,unmatched
light sesame oil,light sesame oil,,,,,,unmatched
light sour cream,light sour cream,,,,,,unmatched
light soy sauce,light soy sauce,,,,,,unmatched
light soya sauce,light soya sauce,,,,,,unmatched
light soymilk,light soymilk,,,,,,unmatched
light spaghetti sauce,light spaghetti sauce,,,,,,unmatched
light spreadable cheese with garlic and herbs,light spreadable cheese with garlic and herbs,,,,,,unmatched
light strawberry yogurt,light strawberry yogurt,,,,,,unmatched
light sunflower oil,light sunflower oil,,,,,,unmatched
light syrup,light syrup,,,,,,unmatched
light tortilla chips,light tortilla chips,,,,,,unmatched
light tuna in olive oil,light tuna in olive oil,,,,,,unmatched
light vanilla ice cream,light vanilla ice cream,,,,,,unmatched
light vanilla soymilk,light vanilla soymilk,,,,,,unmatched
light vanilla yogurt,light vanilla yogurt,,,,,,unmatched
light vegetable oil,light vegetable oil,,,,,,unmatched
light vegetable oil cooking spray,light vegetable oil cooking spray,,,,,,unmatched
light whipped topping,light whipped topping,,,,,,unmatched
light whole grain bread,light whole grain bread,,,,,,unmatched
light whole wheat bread,light whole wheat bread,,,,,,unmatched
lightlife gimme lean ground beef,lightlife gimme lean ground beef,,,,,,unmatched
lightlife gimme lean ground sausage,lightlife gimme lean ground sausage,,,,,,unmatched
lightly salted butter,lightly salted butter,,,,,,unmatched
lightly sweetened whipped cream,lightly sweetened whipped cream,,,,,,unmatched
lilikoi juice,lilikoi juice,,,,,,unmatched
lillet blanc,lillet blanc,,,,,,unmatched
lima beans,lima beans,,,,,,unmatched
lime,lime,53.0,Lime,Fruits,Citrus,specific,exact
lime cordial,lime cordial,,,,,,unmatched
lime curd,lime curd,,,,,,unmatched
lime flavored vodka,lime flavored vodka,,,,,,unmatched
lime garlic salsa,lime garlic salsa,,,,,,unmatched
lime gelatin,lime gelatin,,,,,,unmatched
lime infused oil,lime infused oil,,,,,,unmatched
lime jell o gelatin,lime jell o gelatin,,,,,,unmatched
lime juice,lime juice,,,,,,unmatched
lime juice and zest of,lime juice and zest of,,,,,,unmatched
lime juice concentrate,lime juice concentrate,,,,,,unmatched
lime juice of,lime juice of,,,,,,unmatched
lime marmalade,lime marmalade,,,,,,unmatched
lime oil,lime oil,,,,,,unmatched
lime peel,lime peel,,,,,,unmatched
lime pepper seasoning,lime pepper seasoning,,,,,,unmatched
lime rind,lime rind,,,,,,unmatched
lime rind of,lime rind of,,,,,,unmatched
lime sherbet,lime sherbet,,,,,,unmatched
lime slice,lime slice,,,,,,unmatched
lime slices,lime slices,,,,,,unmatched
lime soda,lime soda,,,,,,unmatched
lime sorbet,lime sorbet,,,,,,unmatched
lime twist,lime twist,,,,,,unmatched
lime wedge,lime wedge,,,,,,unmatched
lime wedges,lime wedges,,,,,,unmatched
lime yogurt,lime yogurt,,,,,,unmatched
lime zest,lime zest,,,,,,unmatched
lime zest of,lime zest of,,,,,,unmatched
limeade,limeade,,,,,,unmatched
limes,limes,,,,,,unmatched
limes juice and zest of,limes juice and zest of,,,,,,unmatched
limes juice of,limes juice of,,,,,,unmatched
limes zest of,limes zest of,,,,,,unmatched
limoncello,limoncello,,,,,,unmatched
lingonberries,lingonberries,,,,,,unmatched
lingonberry,lingonberry,194.0,Lingonberry,Fruits,Berries,specific,exact
lingonberry jam,lingonberry jam,,,,,,unmatched
lingonberry preserves,lingonberry preserves,,,,,,unmatched
linguica sausage,linguica sausage,,,,,,unmatched
linguine,linguine,,,,,,unmatched
link sausage,link sausage,,,,,,unmatched
linseeds,linseeds,,,,,,unmatched
lipton beef and onion soup mix,lipton beef and onion soup mix,,,,,,unmatched
lipton beef flavor noodles and sauce,lipton beef flavor noodles and sauce,,,,,,unmatched
lipton beefy onion soup mix,lipton beefy onion soup mix,,,,,,unmatched
lipton instant chicken soup mix,lipton instant chicken soup mix,,,,,,unmatched
lipton onion mushroom dry soup mix,lipton onion mushroom dry soup mix,,,,,,unmatched
lipton onion soup mix,lipton onion soup mix,,,,,,unmatched
lipton recipe secrets onion soup mix,lipton recipe secrets onion soup mix,,,,,,unmatched
lipton recipe secrets savory herb with garlic soup mix,lipton recipe secrets savory herb with garlic soup mix,,,,,,unmatched
liqueur,liqueur,,,,,,unmatched
liquid,liquid,,,,,,unmatched
liquid butter,liquid butter,,,,,,unmatched
liquid certo,liquid certo,,,,,,unmatched
liquid coffee creamer,liquid coffee creamer,,,,,,unmatched
liquid dish soap,liquid dish soap,,,,,,unmatched
liquid egg substitute,liquid egg substitute,,,,,,unmatched
liquid fruit pectin,liquid fruit pectin,,,,,,unmatched
liquid garlic,liquid garlic,,,,,,unmatched
liquid glucose,liquid glucose,,,,,,unmatched
liquid gravy browner,liquid gravy browner,,,,,,unmatched
liquid honey,liquid honey,,,,,,unmatched
liquid hot pepper sauce,liquid hot pepper sauce,,,,,,unmatched
liquid iced tea concentrate,liquid iced tea concentrate,,,,,,unmatched
liquid lecithin,liquid lecithin,,,,,,unmatched
liquid pectin,liquid pectin,,,,,,unmatched
liquid red pepper seasoning,liquid red pepper seasoning,,,,,,unmatched
liquid shortening,liquid shortening,,,,,,unmatched
liquid smoke,liquid smoke,,,,,,unmatched
liquid smoke flavoring,liquid smoke flavoring,,,,,,unmatched
liquid soap,liquid soap,,,,,,unmatched
liquid splenda,liquid splenda,,,,,,unmatched
liquid stevia,liquid stevia,,,,,,unmatched
liquid sugar substitute,liquid sugar substitute,,,,,,unmatched
liquid sweetener,liquid sweetener,,,,,,unmatched
liquor,liquor,630.0,Liquor,Beverages,Distilled beverages,specific,exact
liquorice allsorts,liquorice allsorts,,,,,,unmatched
lite evaporated milk,lite evaporated milk,,,,,,unmatched
lite olive oil,lite olive oil,,,,,,unmatched
lite silken firm tofu,lite silken firm tofu,,,,,,unmatched
lite silken soft tofu,lite silken soft tofu,,,,,,unmatched
little smokies sausage,little smokies sausage,,,,,,unmatched
little smokies sausages,little smokies sausages,,,,,,unmatched
littleneck clams,littleneck clams,,,,,,unmatched
live blue crab,live blue crab,,,,,,unmatched
live lobsters,live lobsters,,,,,,unmatched
liver,liver,,,,,,unmatched
liver pate,liver pate,,,,,,unmatched
liver spread,liver spread,,,,,,unmatched
liverwurst,liverwurst,,,,,,unmatched
liverwurst spread,liverwurst spread,,,,,,unmatched
lizano sauce,lizano sauce,,,,,,unmatched
lo mein noodles,lo mein noodles,,,,,,unmatched
lobster,lobster,,,,,,unmatched
lobster base,lobster base,,,,,,unmatched
lobster meat,lobster meat,,,,,,unmatched
lobster shell,lobster shell,,,,,,unmatched
lobster stock,lobster stock,,,,,,unmatched
lobster tail,lobster tail,,,,,,unmatched
lobster tail meat,lobster tail meat,,,,,,unmatched
lobster tails,lobster tails,,,,,,unmatched
lobsters,lobsters,,,,,,unmatched
locatelli cheese,locatelli cheese,,,,,,unmatched
loganberries,loganberries,,,,,,unmatched
loin veal chops,loin veal chops,,,,,,unmatched
lollipop sticks,lollipop sticks,,,,,,unmatched
lolly pops,lolly pops,,,,,,unmatched
london broil beef,london broil beef,,,,,,unmatched
long beans,long beans,,,,,,unmatched
long crusty bread,long crusty bread,,,,,,unmatched
long grain and wild rice blend,long grain and wild rice blend,,,,,,unmatched
long grain brown rice,long grain brown rice,,,,,,unmatched
long grain minute rice,long grain minute rice,,,,,,unmatched
long grain rice,long grain rice,,,,,,unmatched
long grain white rice,long grain white rice,,,,,,unmatched
longhorn cheese,longhorn cheese,,,,,,unmatched
loose tea,loose tea,,,,,,unmatched
lotus seeds,lotus seeds,,,,,,unmatched
louis rich turkey bacon,louis rich turkey bacon,,,,,,unmatched
louisiana hot sauce,louisiana hot sauce,,,,,,unmatched
lovage,lovage,100.0,Lovage,Herbs and Spices,Herbs,specific,exact
low calorie barbecue sauce,low calorie barbecue sauce,,,,,,unmatched
low calorie bread,low calorie bread,,,,,,unmatched
low calorie catalina salad dressing,low calorie catalina salad dressing,,,,,,unmatched
low calorie italian salad dressing,low calorie italian salad dressing,,,,,,unmatched
low calorie oatmeal bread,low calorie oatmeal bread,,,,,,unmatched
low calorie sweetener,low calorie sweetener,,,,,,unmatched
low calorie whole wheat bread,low calorie whole wheat bread,,,,,,unmatched
low carb apple juice,low carb apple juice,,,,,,unmatched
low carb barbecue sauce,low carb barbecue sauce,,,,,,unmatched
low carb elbow macaroni,low carb elbow macaroni,,,,,,unmatched
low carb flour tortillas,low carb flour tortillas,,,,,,unmatched
low carb ketchup,low carb ketchup,,,,,,unmatched
low carb marinara sauce,low carb marinara sauce,,,,,,unmatched
low carb milk,low carb milk,,,,,,unmatched
low carb pasta,low carb pasta,,,,,,unmatched
low carb tortilla,low carb tortilla,,,,,,unmatched
low carb tortillas,low carb tortillas,,,,,,unmatched
low carb whole wheat bread,low carb whole wheat bread,,,,,,unmatched
low carb whole wheat tortilla,low carb whole wheat tortilla,,,,,,unmatched
low carb whole wheat tortillas,low carb whole wheat tortillas,,,,,,unmatched
low carbohydrate baking mix,low carbohydrate baking mix,,,,,,unmatched
low fat alfredo sauce,low fat alfredo sauce,,,,,,unmatched
low fat american cheese,low fat american cheese,,,,,,unmatched
low fat bacon,low fat bacon,,,,,,unmatched
low fat bacon bits,low fat bacon bits,,,,,,unmatched
low fat bacon ranch dressing,low fat bacon ranch dressing,,,,,,unmatched
low fat baking mix,low fat baking mix,,,,,,unmatched
low fat balsamic vinaigrette salad dressing,low fat balsamic vinaigrette salad dressing,,,,,,unmatched
low fat banana cream yogurt,low fat banana cream yogurt,,,,,,unmatched
low fat beef broth,low fat beef broth,,,,,,unmatched
low fat berry yogurt,low fat berry yogurt,,,,,,unmatched
low fat biscuit mix,low fat biscuit mix,,,,,,unmatched
low fat blue cheese dressing,low fat blue cheese dressing,,,,,,unmatched
low fat brownie mix,low fat brownie mix,,,,,,unmatched
low fat butter,low fat butter,,,,,,unmatched
low fat buttermilk,low fat buttermilk,,,,,,unmatched
low fat cheddar cheese,low fat cheddar cheese,,,,,,unmatched
low fat cheese,low fat cheese,,,,,,unmatched
low fat cheese ravioli,low fat cheese ravioli,,,,,,unmatched
low fat cherry vanilla yogurt,low fat cherry vanilla yogurt,,,,,,unmatched
low fat chicken broth,low fat chicken broth,,,,,,unmatched
low fat chocolate frozen yogurt,low fat chocolate frozen yogurt,,,,,,unmatched
low fat cinnamon graham crackers,low fat cinnamon graham crackers,,,,,,unmatched
low fat coconut milk,low fat coconut milk,,,,,,unmatched
low fat coffee flavored yogurt,low fat coffee flavored yogurt,,,,,,unmatched
low fat coffee ice cream,low fat coffee ice cream,,,,,,unmatched
low fat condensed cheddar cheese soup,low fat condensed cheddar cheese soup,,,,,,unmatched
low fat condensed cream of chicken soup,low fat condensed cream of chicken soup,,,,,,unmatched
low fat cooking spray,low fat cooking spray,,,,,,unmatched
low fat cottage cheese,low fat cottage cheese,,,,,,unmatched
low fat cream cheese,low fat cream cheese,,,,,,unmatched
low fat cream of celery soup,low fat cream of celery soup,,,,,,unmatched
low fat cream of chicken soup,low fat cream of chicken soup,,,,,,unmatched
low fat cream of mushroom soup,low fat cream of mushroom soup,,,,,,unmatched
low fat creme fraiche,low fat creme fraiche,,,,,,unmatched
low fat cultured buttermilk,low fat cultured buttermilk,,,,,,unmatched
low fat dry milk,low fat dry milk,,,,,,unmatched
low fat eggnog,low fat eggnog,,,,,,unmatched
low fat evaporated milk,low fat evaporated milk,,,,,,unmatched
low fat feta,low fat feta,,,,,,unmatched
low fat flour tortillas,low fat flour tortillas,,,,,,unmatched
low fat fromage frais,low fat fromage frais,,,,,,unmatched
low fat goat cheese,low fat goat cheese,,,,,,unmatched
low fat graham cracker crumbs,low fat graham cracker crumbs,,,,,,unmatched
low fat graham cracker crusts,low fat graham cracker crusts,,,,,,unmatched
low fat graham cracker pie crust,low fat graham cracker pie crust,,,,,,unmatched
low fat graham crackers,low fat graham crackers,,,,,,unmatched
low fat granola,low fat granola,,,,,,unmatched
low fat granola cereal,low fat granola cereal,,,,,,unmatched
low fat greek yogurt,low fat greek yogurt,,,,,,unmatched
low fat ham,low fat ham,,,,,,unmatched
low fat honey graham crackers,low fat honey graham crackers,,,,,,unmatched
low fat italian salad dressing,low fat italian salad dressing,,,,,,unmatched
low fat jalapeno cheddar cheese,low fat jalapeno cheddar cheese,,,,,,unmatched
low fat lime yogurt,low fat lime yogurt,,,,,,unmatched
low fat low carb whole wheat tortilla,low fat low carb whole wheat tortilla,,,,,,unmatched
low fat low carb whole wheat tortillas,low fat low carb whole wheat tortillas,,,,,,unmatched
low fat low sodium condensed cream of tomato soup,low fat low sodium condensed cream of tomato soup,,,,,,unmatched
low fat low sodium monterey jack cheese,low fat low sodium monterey jack cheese,,,,,,unmatched
low fat margarine,low fat margarine,,,,,,unmatched
low fat marinara sauce,low fat marinara sauce,,,,,,unmatched
low fat mascarpone cheese,low fat mascarpone cheese,,,,,,unmatched
low fat mayonnaise,low fat mayonnaise,,,,,,unmatched
low fat mexican cheese,low fat mexican cheese,,,,,,unmatched
low fat mexican cheese blend,low fat mexican cheese blend,,,,,,unmatched
low fat milk,low fat milk,,,,,,unmatched
low fat monterey jack cheese,low fat monterey jack cheese,,,,,,unmatched
low fat monterey jack pepper cheese,low fat monterey jack pepper cheese,,,,,,unmatched
low fat mozzarella,low fat mozzarella,,,,,,unmatched
low fat orange yogurt,low fat orange yogurt,,,,,,unmatched
low fat oriental flavor ramen noodle soup mix,low fat oriental flavor ramen noodle soup mix,,,,,,unmatched
low fat parmesan cheese,low fat parmesan cheese,,,,,,unmatched
low fat peanut butter,low fat peanut butter,,,,,,unmatched
low fat peppermint ice cream,low fat peppermint ice cream,,,,,,unmatched
low fat pineapple yogurt,low fat pineapple yogurt,,,,,,unmatched
low fat plain kefir,low fat plain kefir,,,,,,unmatched
low fat plain yogurt,low fat plain yogurt,,,,,,unmatched
low fat powdered milk,low fat powdered milk,,,,,,unmatched
low fat prepared pasta sauce,low fat prepared pasta sauce,,,,,,unmatched
low fat quark cheese,low fat quark cheese,,,,,,unmatched
low fat ranch dressing,low fat ranch dressing,,,,,,unmatched
low fat reduced sodium cream of mushroom soup,low fat reduced sodium cream of mushroom soup,,,,,,unmatched
low fat refried beans,low fat refried beans,,,,,,unmatched
low fat ricotta,low fat ricotta,,,,,,unmatched
low fat ricotta cheese,low fat ricotta cheese,,,,,,unmatched
low fat ritz crackers,low fat ritz crackers,,,,,,unmatched
low fat sausage,low fat sausage,,,,,,unmatched
low fat sesame ginger salad dressing,low fat sesame ginger salad dressing,,,,,,unmatched
low fat sharp cheddar cheese,low fat sharp cheddar cheese,,,,,,unmatched
low fat small curd cottage cheese,low fat small curd cottage cheese,,,,,,unmatched
low fat smoked sausage,low fat smoked sausage,,,,,,unmatched
low fat sour cream,low fat sour cream,,,,,,unmatched
low fat soymilk,low fat soymilk,,,,,,unmatched
low fat strawberry yogurt,low fat strawberry yogurt,,,,,,unmatched
low fat sugar free chocolate ice cream,low fat sugar free chocolate ice cream,,,,,,unmatched
low fat sugar free frozen vanilla yogurt,low fat sugar free frozen vanilla yogurt,,,,,,unmatched
low fat sweetened condensed milk,low fat sweetened condensed milk,,,,,,unmatched
low fat swiss cheese,low fat swiss cheese,,,,,,unmatched
low fat tofu,low fat tofu,,,,,,unmatched
low fat tortilla,low fat tortilla,,,,,,unmatched
low fat tortilla chips,low fat tortilla chips,,,,,,unmatched
low fat tropical yogurt,low fat tropical yogurt,,,,,,unmatched
low fat turkey kielbasa,low fat turkey kielbasa,,,,,,unmatched
low fat unsweetened yogurt,low fat unsweetened yogurt,,,,,,unmatched
low fat vanilla frozen yogurt,low fat vanilla frozen yogurt,,,,,,unmatched
low fat vanilla ice cream,low fat vanilla ice cream,,,,,,unmatched
low fat vanilla soymilk,low fat vanilla soymilk,,,,,,unmatched
low fat vanilla yogurt,low fat vanilla yogurt,,,,,,unmatched
low fat vegetable broth,low fat vegetable broth,,,,,,unmatched
low fat vinaigrette dressing,low fat vinaigrette dressing,,,,,,unmatched
low fat whipped cream cheese,low fat whipped cream cheese,,,,,,unmatched
low fat whipping cream,low fat whipping cream,,,,,,unmatched
low fat white cheddar cheese,low fat white cheddar cheese,,,,,,unmatched
low fat whole grain waffle,low fat whole grain waffle,,,,,,unmatched
low fat yogurt,low fat yogurt,,,,,,unmatched
low moisture part skim mozzarella cheese,low moisture part skim mozzarella cheese,,,,,,unmatched
low sodium bacon,low sodium bacon,,,,,,unmatched
low sodium beef bouillon cubes,low sodium beef bouillon cubes,,,,,,unmatched
low sodium beef broth,low sodium beef broth,,,,,,unmatched
low sodium black beans,low sodium black beans,,,,,,unmatched
low sodium chicken bouillon cube,low sodium chicken bouillon cube,,,,,,unmatched
low sodium chicken bouillon cubes,low sodium chicken bouillon cubes,,,,,,unmatched
low sodium chicken broth,low sodium chicken broth,,,,,,unmatched
low sodium chicken stock,low sodium chicken stock,,,,,,unmatched
low sodium chickpeas,low sodium chickpeas,,,,,,unmatched
low sodium condensed cream of chicken soup,low sodium condensed cream of chicken soup,,,,,,unmatched
low sodium crackers,low sodium crackers,,,,,,unmatched
low sodium cream of mushroom soup,low sodium cream of mushroom soup,,,,,,unmatched
low sodium crushed tomatoes,low sodium crushed tomatoes,,,,,,unmatched
low sodium green beans,low sodium green beans,,,,,,unmatched
low sodium ham,low sodium ham,,,,,,unmatched
low sodium instant chicken bouillon granules,low sodium instant chicken bouillon granules,,,,,,unmatched
